0.01		-8242.8
0.02		-20725.1
0.03		-23416.3
0.04		-26288.2
0.05		-29293.2
0.06		-32359.5
0.07		-35387.2
0.08		-38244.8
0.09		-40768.8
0.1		-42766.1
0.11		-44021.1
0.12		-44309.8
0.13		-43418.7
0.14		-41170.4
0.15		-37451.4
0.16		-32239.6
0.17		-25624.6
0.18		-17816.3
0.19		-9137.78
0.2		2.55795E-11
0.21		9137.78
0.22		17816.3
0.23		25624.6
0.24		32239.6
0.25		37451.4
0.26		41170.4
0.27		43418.7
0.28		44309.8
0.29		44021.1
0.3		42766.1
0.31		40768.8
0.32		38244.8
0.33		35387.2
0.34		32359.5
0.35		29293.2
0.36		26288.2
0.37		23416.3
0.38		20725.1
0.39		18242.8
0.4		15982.4
0.41		13945.7
0.42		12126.7
0.43		10513.8
0.44		9092.4
0.45		7846.2
0.46		6758.31
0.47		5812.08
0.48		4991.6
0.49		4282.02
0.5		3669.71
0.51		3142.32
0.52		2688.8
0.53		2299.34
0.54		1965.26
0.55		1678.98
0.56		1433.86
0.57		1224.13
0.58		1044.79
0.59		891.516
0.6		760.576
0.61		648.757
0.62		553.297
0.63		471.825
0.64		402.307
0.65		343.001
0.66		292.415
0.67		249.274
0.68		212.485
0.69		181.117
0.7		154.374
0.71		131.575
0.72		112.14
0.73		95.5729
0.74		81.4518
0.75		69.4159
0.76		59.1576
0.77		50.4146
0.78		42.9633
0.79		36.6129
0.8		31.2009
0.81		26.5888
0.82		22.6582
0.83		19.3086
0.84		16.4541
0.85		14.0216
0.86		11.9486
0.87		10.1821
0.88		8.67672
0.89		7.3939
0.9		6.30072
0.91		5.36917
0.92		4.57533
0.93		3.89887
0.94		3.32241
0.95		2.83118
0.96		2.41258
0.97		2.05587
0.98		1.75191
0.99		1.49288
1		1.27215
1.01		1.08406
1.02		0.923773
1.03		0.787189
1.04		0.670799
1.05		0.571617
1.06		0.4871
1.07		0.41508
1.08		0.353708
1.09		0.30141
1.1		0.256845
1.11		0.218869
1.12		0.186508
1.13		0.158931
1.14		0.135433
1.15		0.115408
1.16		0.0983442
1.17		0.0838034
1.18		0.0714126
1.19		0.0608538
1.2		0.0518562
1.21		0.0441889
1.22		0.0376553
1.23		0.0320878
1.24		0.0273434
1.25		0.0233005
1.26		0.0198554
1.27		0.0169196
1.28		0.014418
1.29		0.0122862
1.3		0.0104696
1.31		0.00892159
1.32		0.00760248
1.33		0.00647841
1.34		0.00552053
1.35		0.00470429
1.36		0.00400873
1.37		0.00341601
1.38		0.00291094
1.39		0.00248054
1.4		0.00211377
1.41		0.00180124
1.42		0.00153491
1.43		0.00130797
1.44		0.00111458
1.45		0.00094978
1.46		0.000809349
1.47		0.000689682
1.48		0.000587708
1.49		0.000500812
1.5		0.000426763
1.51		0.000363664
1.52		0.000309894
1.53		0.000264074
1.54		0.000225029
1.55		0.000191757
1.56		0.000163405
1.57		0.000139244
1.58		0.000118656
1.59		0.000101112
1.6		0.0000861621
1.61		0.0000734225
1.62		0.0000625665
1.63		0.0000533157
1.64		0.0000454326
1.65		0.0000387151
1.66		0.0000329909
1.67		0.0000281129
1.68		0.0000239563
1.69		0.0000204142
1.7		0.0000173958
1.71		0.0000148238
1.72		0.000012632
1.73		0.0000107643
1.74		0.00000917269
1.75		0.00000781644
1.76		0.00000666073
1.77		0.00000567589
1.78		0.00000483668
1.79		0.00000412155
1.8		0.00000351215
1.81		0.00000299286
1.82		0.00000255036
1.83		0.00000217326
1.84		0.00000185193
1.85		0.0000015781
1.86		0.00000134477
1.87		0.00000114594
1.88		0.000000976499
1.89		0.000000832128
1.9		0.00000070909
1.91		0.00000060424
1.92		0.000000514916
1.93		0.000000438766
1.94		0.000000373896
1.95		0.000000318619
1.96		0.000000271501
1.97		0.000000231367
1.98		0.000000197142
1.99		0.000000168006
2		0.000000143169
2.01		0.000000121989
2.02		0.000000103955
2.03		0.0000000885819
2.04		0.0000000754852
2.05		0.0000000643325
2.06		0.000000054817
2.07		0.0000000467082
2.08		0.0000000398018
2.09		0.0000000339185
2.1		0.0000000289049
2.11		0.0000000246331
2.12		0.0000000210008
2.13		0.0000000178801
2.14		0.0000000152454
2.15		0.0000000129944
2.16		0.0000000110759
2.17		0.00000000943885
2.18		0.00000000803198
2.19		0.00000000685532
2.2		0.00000000583213
2.21		0.00000000496243
